our_faction,barb_faction,budget,spacing,scenario,mix,margin,sd,sem,wins_of
Cortex,Armada,3000,56,field20,t1+can,0.348,0.053,0.011,24/24
Cortex,Armada,3000,56,field20,t1+sumo,0.301,0.03,0.006,24/24
Cortex,Armada,3000,56,field20,t1+pyro,-0.057,0.177,0.036,5/24
Cortex,Armada,3000,56,field20,t1+hrk,-0.184,0.115,0.024,4/24
Cortex,Armada,3000,56,field20,t1+mort,-0.151,0.09,0.018,1/24
Cortex,Armada,3000,56,field20,t1+termite,0.256,0.087,0.018,24/24
Cortex,Armada,3000,56,field20,can+mort,-0.214,0.066,0.014,0/24
Cortex,Armada,3000,56,field20,can+hrk,0.67,0.046,0.009,24/24
Cortex,Armada,3000,56,field20,termite+mort,-0.216,0.092,0.019,0/24
Cortex,Armada,3000,56,field20,thud+can,0.377,0.101,0.021,24/24
Cortex,Armada,3000,56,field20,t1+can+mort,0.42,0.034,0.007,24/24
Cortex,Armada,3000,56,field20,t1+can(25),0.33,0.065,0.013,24/24
Cortex,Armada,3000,56,field20,t1+can(75),0.405,0.031,0.006,24/24
Cortex,Armada,3000,160,field20,t1-line,0.395,0.066,0.014,24/24
Cortex,Armada,3000,160,field20,t1-thud,0.389,0.041,0.008,24/24
Cortex,Armada,3000,160,field20,can,0.773,0.011,0.002,24/24
Cortex,Armada,3000,160,field20,sumo,0.2,0.0,0.0,24/24
Cortex,Armada,3000,160,field20,pyro,0.074,0.051,0.01,23/24
Cortex,Armada,3000,160,field20,hrk,-0.88,0.0,0.0,0/24
Cortex,Armada,3000,160,field20,mort,-0.695,0.02,0.004,0/24
Cortex,Armada,3000,160,field20,termite,0.679,0.022,0.005,24/24
Cortex,Armada,3000,160,field20,amph,0.604,0.011,0.002,24/24
Cortex,Armada,3000,160,field20,t1+can,0.715,0.008,0.002,24/24
Cortex,Armada,3000,160,field20,t1+sumo,0.597,0.035,0.007,24/24
Cortex,Armada,3000,160,field20,t1+pyro,0.155,0.143,0.029,20/24
Cortex,Armada,3000,160,field20,t1+hrk,0.24,0.261,0.053,16/24
Cortex,Armada,3000,160,field20,t1+mort,0.163,0.201,0.041,18/24
Cortex,Armada,3000,160,field20,t1+termite,0.451,0.041,0.008,24/24
Cortex,Armada,3000,160,field20,can+mort,0.668,0.015,0.003,24/24
Cortex,Armada,3000,160,field20,can+hrk,0.754,0.016,0.003,24/24
Cortex,Armada,3000,160,field20,termite+mort,-0.115,0.039,0.008,1/24
Cortex,Armada,3000,160,field20,thud+can,0.679,0.012,0.002,24/24
Cortex,Armada,3000,160,field20,t1+can+mort,0.685,0.012,0.002,24/24
Cortex,Armada,3000,160,field20,t1+can(25),0.431,0.027,0.005,24/24
Cortex,Armada,3000,160,field20,t1+can(75),0.745,0.01,0.002,24/24
Cortex,Armada,3000,56,field25,t1-line,0.305,0.095,0.019,24/24
Cortex,Armada,3000,56,field25,t1-thud,-0.061,0.102,0.021,6/24
Cortex,Armada,3000,56,field25,can,0.571,0.021,0.004,24/24
Cortex,Armada,3000,56,field25,sumo,-0.22,0.0,0.0,0/24
Cortex,Armada,3000,56,field25,pyro,-0.158,0.125,0.025,2/24
Cortex,Armada,3000,56,field25,hrk,-0.78,0.0,0.0,0/24
Cortex,Armada,3000,56,field25,mort,-0.7,0.018,0.004,0/24
Cortex,Armada,3000,56,field25,termite,0.49,0.037,0.007,24/24
Cortex,Armada,3000,56,field25,amph,0.119,0.04,0.008,24/24
Cortex,Armada,3000,56,field25,t1+can,0.545,0.042,0.009,24/24
Cortex,Armada,3000,56,field25,t1+sumo,0.397,0.032,0.007,24/24
Cortex,Armada,3000,56,field25,t1+pyro,0.113,0.111,0.023,20/24
Cortex,Armada,3000,56,field25,t1+hrk,-0.262,0.043,0.009,0/24
Cortex,Armada,3000,56,field25,t1+mort,-0.174,0.081,0.016,0/24
Cortex,Armada,3000,56,field25,t1+termite,0.344,0.05,0.01,24/24
Cortex,Armada,3000,56,field25,can+mort,-0.077,0.048,0.01,3/24
Cortex,Armada,3000,56,field25,can+hrk,0.665,0.05,0.01,24/24
Cortex,Armada,3000,56,field25,termite+mort,0.12,0.262,0.053,7/24
Cortex,Armada,3000,56,field25,thud+can,0.574,0.065,0.013,24/24
Cortex,Armada,3000,56,field25,t1+can+mort,0.474,0.046,0.009,24/24
Cortex,Armada,3000,56,field25,t1+can(25),0.387,0.078,0.016,24/24
Cortex,Armada,3000,56,field25,t1+can(75),0.508,0.024,0.005,24/24
Cortex,Armada,3000,160,field25,t1-line,0.223,0.126,0.026,21/24
Cortex,Armada,3000,160,field25,t1-thud,-0.025,0.089,0.018,11/24
Cortex,Armada,3000,160,field25,can,0.78,0.014,0.003,24/24
Cortex,Armada,3000,160,field25,sumo,0.28,0.0,0.0,24/24
Cortex,Armada,3000,160,field25,pyro,0.03,0.094,0.019,17/24
Cortex,Armada,3000,160,field25,hrk,-0.72,0.0,0.0,0/24
Cortex,Armada,3000,160,field25,mort,-0.723,0.017,0.003,0/24
Cortex,Armada,3000,160,field25,termite,0.675,0.019,0.004,24/24
Cortex,Armada,3000,160,field25,amph,0.65,0.03,0.006,24/24
Cortex,Armada,3000,160,field25,t1+can,0.708,0.011,0.002,24/24
Cortex,Armada,3000,160,field25,t1+sumo,0.466,0.033,0.007,24/24
Cortex,Armada,3000,160,field25,t1+pyro,0.07,0.149,0.03,17/24
Cortex,Armada,3000,160,field25,t1+hrk,-0.104,0.132,0.027,5/24
Cortex,Armada,3000,160,field25,t1+mort,-0.028,0.178,0.036,7/24
Cortex,Armada,3000,160,field25,t1+termite,0.357,0.03,0.006,24/24
Cortex,Armada,3000,160,field25,can+mort,0.679,0.01,0.002,24/24
Cortex,Armada,3000,160,field25,can+hrk,0.718,0.02,0.004,24/24
Cortex,Armada,3000,160,field25,termite+mort,-0.228,0.077,0.016,0/24
Cortex,Armada,3000,160,field25,thud+can,0.718,0.015,0.003,24/24
Cortex,Armada,3000,160,field25,t1+can+mort,0.705,0.014,0.003,24/24
Cortex,Armada,3000,160,field25,t1+can(25),0.456,0.023,0.005,24/24
Cortex,Armada,3000,160,field25,t1+can(75),0.711,0.018,0.004,24/24
Cortex,Armada,3000,56,t1only,t1-line,0.21,0.086,0.018,22/24
Cortex,Armada,3000,56,t1only,t1-thud,0.046,0.072,0.015,20/24
Cortex,Armada,3000,56,t1only,can,0.51,0.017,0.003,24/24
Cortex,Armada,3000,56,t1only,sumo,-0.28,0.0,0.0,0/24
Cortex,Armada,3000,56,t1only,pyro,0.125,0.08,0.016,23/24
Cortex,Armada,3000,56,t1only,hrk,-0.87,0.0,0.0,0/24
Cortex,Armada,3000,56,t1only,mort,-0.73,0.028,0.006,0/24
Cortex,Armada,3000,56,t1only,termite,0.586,0.012,0.002,24/24
Cortex,Armada,3000,56,t1only,amph,-0.155,0.049,0.01,0/24
Cortex,Armada,3000,56,t1only,t1+can,0.348,0.053,0.011,24/24
Cortex,Armada,3000,56,t1only,t1+sumo,0.301,0.03,0.006,24/24
Cortex,Armada,3000,56,t1only,t1+pyro,-0.057,0.177,0.036,5/24
Cortex,Armada,3000,56,t1only,t1+hrk,-0.184,0.115,0.024,4/24
Cortex,Armada,3000,56,t1only,t1+mort,-0.151,0.09,0.018,1/24
Cortex,Armada,3000,56,t1only,t1+termite,0.256,0.087,0.018,24/24
Cortex,Armada,3000,56,t1only,can+mort,-0.214,0.066,0.014,0/24
Cortex,Armada,3000,56,t1only,can+hrk,0.67,0.046,0.009,24/24
Cortex,Armada,3000,56,t1only,termite+mort,-0.216,0.092,0.019,0/24
Cortex,Armada,3000,56,t1only,thud+can,0.377,0.101,0.021,24/24
Cortex,Armada,3000,56,t1only,t1+can+mort,0.42,0.034,0.007,24/24
Cortex,Armada,3000,56,t1only,t1+can(25),0.33,0.065,0.013,24/24
Cortex,Armada,3000,56,t1only,t1+can(75),0.405,0.031,0.006,24/24
Cortex,Armada,3000,160,t1only,t1-line,0.395,0.066,0.014,24/24
Cortex,Armada,3000,160,t1only,t1-thud,0.389,0.041,0.008,24/24
Cortex,Armada,3000,160,t1only,can,0.773,0.011,0.002,24/24
Cortex,Armada,3000,160,t1only,sumo,0.2,0.0,0.0,24/24
Cortex,Armada,3000,160,t1only,pyro,0.074,0.051,0.01,23/24
Cortex,Armada,3000,160,t1only,hrk,-0.88,0.0,0.0,0/24
Cortex,Armada,3000,160,t1only,mort,-0.695,0.02,0.004,0/24
Cortex,Armada,3000,160,t1only,termite,0.679,0.022,0.005,24/24
Cortex,Armada,3000,160,t1only,amph,0.604,0.011,0.002,24/24
Cortex,Armada,3000,160,t1only,t1+can,0.715,0.008,0.002,24/24
Cortex,Armada,3000,160,t1only,t1+sumo,0.597,0.035,0.007,24/24
Cortex,Armada,3000,160,t1only,t1+pyro,0.155,0.143,0.029,20/24
Cortex,Armada,3000,160,t1only,t1+hrk,0.24,0.261,0.053,16/24
Cortex,Armada,3000,160,t1only,t1+mort,0.163,0.201,0.041,18/24
Cortex,Armada,3000,160,t1only,t1+termite,0.451,0.041,0.008,24/24
Cortex,Armada,3000,160,t1only,can+mort,0.668,0.015,0.003,24/24
Cortex,Armada,3000,160,t1only,can+hrk,0.754,0.016,0.003,24/24
Cortex,Armada,3000,160,t1only,termite+mort,-0.115,0.039,0.008,1/24
Cortex,Armada,3000,160,t1only,thud+can,0.679,0.012,0.002,24/24
Cortex,Armada,3000,160,t1only,t1+can+mort,0.685,0.012,0.002,24/24
Cortex,Armada,3000,160,t1only,t1+can(25),0.431,0.027,0.005,24/24
Cortex,Armada,3000,160,t1only,t1+can(75),0.745,0.01,0.002,24/24
Cortex,Armada,3000,56,base6-hold,t1-line,-0.533,0.005,0.001,0/24
Cortex,Armada,3000,56,base6-hold,t1-thud,-0.573,0.004,0.001,0/24
Cortex,Armada,3000,56,base6-hold,can,-0.545,0.008,0.002,0/24
Cortex,Armada,3000,56,base6-hold,sumo,1.0,0.0,0.0,24/24
Cortex,Armada,3000,56,base6-hold,pyro,-0.686,0.009,0.002,0/24
Cortex,Armada,3000,56,base6-hold,hrk,-0.75,0.0,0.0,0/24
Cortex,Armada,3000,56,base6-hold,mort,-0.686,0.005,0.001,0/24
Cortex,Armada,3000,56,base6-hold,termite,-0.595,0.01,0.002,0/24
Cortex,Armada,3000,56,base6-hold,amph,-0.655,0.008,0.002,0/24
Cortex,Armada,3000,56,base6-hold,t1+can,-0.57,0.0,0.0,0/24
Cortex,Armada,3000,56,base6-hold,t1+sumo,0.72,0.0,0.0,24/24
Cortex,Armada,3000,56,base6-hold,t1+pyro,-0.585,0.02,0.004,0/24
Cortex,Armada,3000,56,base6-hold,t1+hrk,-0.534,0.005,0.001,0/24
Cortex,Armada,3000,56,base6-hold,t1+mort,-0.57,0.002,0.0,0/24
Cortex,Armada,3000,56,base6-hold,t1+termite,-0.57,0.0,0.0,0/24
Cortex,Armada,3000,56,base6-hold,can+mort,-0.651,0.003,0.001,0/24
Cortex,Armada,3000,56,base6-hold,can+hrk,-0.564,0.005,0.001,0/24
Cortex,Armada,3000,56,base6-hold,termite+mort,-0.623,0.004,0.001,0/24
Cortex,Armada,3000,56,base6-hold,thud+can,-0.58,0.006,0.001,0/24
Cortex,Armada,3000,56,base6-hold,t1+can+mort,-0.59,0.0,0.0,0/24
Cortex,Armada,3000,56,base6-hold,t1+can(25),-0.521,0.003,0.001,0/24
Cortex,Armada,3000,56,base6-hold,t1+can(75),-0.578,0.006,0.001,0/24
Cortex,Armada,3000,160,base6-hold,t1-line,-0.428,0.008,0.002,0/24
Cortex,Armada,3000,160,base6-hold,t1-thud,-0.353,0.014,0.003,0/24
Cortex,Armada,3000,160,base6-hold,can,-0.057,0.015,0.003,0/24
Cortex,Armada,3000,160,base6-hold,sumo,0.73,0.0,0.0,24/24
Cortex,Armada,3000,160,base6-hold,pyro,-0.355,0.014,0.003,0/24
Cortex,Armada,3000,160,base6-hold,hrk,-0.68,0.0,0.0,0/24
Cortex,Armada,3000,160,base6-hold,mort,-0.58,0.0,0.0,0/24
Cortex,Armada,3000,160,base6-hold,termite,-0.313,0.011,0.002,0/24
Cortex,Armada,3000,160,base6-hold,amph,-0.297,0.016,0.003,0/24
Cortex,Armada,3000,160,base6-hold,t1+can,-0.331,0.009,0.002,0/24
Cortex,Armada,3000,160,base6-hold,t1+sumo,0.45,0.0,0.0,24/24
Cortex,Armada,3000,160,base6-hold,t1+pyro,-0.417,0.016,0.003,0/24
Cortex,Armada,3000,160,base6-hold,t1+hrk,-0.447,0.017,0.004,0/24
Cortex,Armada,3000,160,base6-hold,t1+mort,-0.444,0.014,0.003,0/24
Cortex,Armada,3000,160,base6-hold,t1+termite,-0.345,0.012,0.002,0/24
Cortex,Armada,3000,160,base6-hold,can+mort,-0.479,0.003,0.001,0/24
Cortex,Armada,3000,160,base6-hold,can+hrk,-0.37,0.0,0.0,0/24
Cortex,Armada,3000,160,base6-hold,termite+mort,-0.48,0.002,0.0,0/24
Cortex,Armada,3000,160,base6-hold,thud+can,-0.268,0.023,0.005,0/24
Cortex,Armada,3000,160,base6-hold,t1+can+mort,-0.353,0.005,0.001,0/24
Cortex,Armada,3000,160,base6-hold,t1+can(25),-0.382,0.011,0.002,0/24
Cortex,Armada,3000,160,base6-hold,t1+can(75),-0.121,0.017,0.004,0/24
Cortex,Armada,3000,56,base6-out,t1-line,-0.443,0.024,0.005,0/24
Cortex,Armada,3000,56,base6-out,t1-thud,-0.444,0.032,0.007,0/24
Cortex,Armada,3000,56,base6-out,can,-0.407,0.014,0.003,0/24
Cortex,Armada,3000,56,base6-out,sumo,0.34,0.0,0.0,24/24
Cortex,Armada,3000,56,base6-out,pyro,-0.501,0.018,0.004,0/24
Cortex,Armada,3000,56,base6-out,hrk,-0.86,0.0,0.0,0/24
Cortex,Armada,3000,56,base6-out,mort,-0.801,0.013,0.003,0/24
Cortex,Armada,3000,56,base6-out,termite,-0.352,0.011,0.002,0/24
Cortex,Armada,3000,56,base6-out,amph,-0.488,0.012,0.002,0/24
Cortex,Armada,3000,56,base6-out,t1+can,-0.37,0.016,0.003,0/24
Cortex,Armada,3000,56,base6-out,t1+sumo,0.656,0.02,0.004,24/24
Cortex,Armada,3000,56,base6-out,t1+pyro,-0.47,0.032,0.007,0/24
Cortex,Armada,3000,56,base6-out,t1+hrk,-0.456,0.024,0.005,0/24
Cortex,Armada,3000,56,base6-out,t1+mort,-0.478,0.023,0.005,0/24
Cortex,Armada,3000,56,base6-out,t1+termite,-0.448,0.03,0.006,0/24
Cortex,Armada,3000,56,base6-out,can+mort,-0.524,0.013,0.003,0/24
Cortex,Armada,3000,56,base6-out,can+hrk,-0.4,0.005,0.001,0/24
Cortex,Armada,3000,56,base6-out,termite+mort,-0.55,0.01,0.002,0/24
Cortex,Armada,3000,56,base6-out,thud+can,-0.395,0.014,0.003,0/24
Cortex,Armada,3000,56,base6-out,t1+can+mort,-0.419,0.019,0.004,0/24
Cortex,Armada,3000,56,base6-out,t1+can(25),-0.37,0.024,0.005,0/24
Cortex,Armada,3000,56,base6-out,t1+can(75),-0.36,0.019,0.004,0/24
Cortex,Armada,3000,160,base6-out,t1-line,-0.307,0.018,0.004,0/24
Cortex,Armada,3000,160,base6-out,t1-thud,-0.357,0.027,0.006,0/24
Cortex,Armada,3000,160,base6-out,can,0.098,0.022,0.005,24/24
Cortex,Armada,3000,160,base6-out,sumo,-0.23,0.0,0.0,0/24
Cortex,Armada,3000,160,base6-out,pyro,-0.368,0.005,0.001,0/24
Cortex,Armada,3000,160,base6-out,hrk,-0.791,0.003,0.001,0/24
Cortex,Armada,3000,160,base6-out,mort,-0.823,0.012,0.002,0/24
Cortex,Armada,3000,160,base6-out,termite,-0.168,0.02,0.004,0/24
Cortex,Armada,3000,160,base6-out,amph,-0.187,0.01,0.002,0/24
Cortex,Armada,3000,160,base6-out,t1+can,-0.205,0.021,0.004,0/24
Cortex,Armada,3000,160,base6-out,t1+sumo,0.11,0.027,0.006,24/24
Cortex,Armada,3000,160,base6-out,t1+pyro,-0.331,0.033,0.007,0/24
Cortex,Armada,3000,160,base6-out,t1+hrk,-0.376,0.04,0.008,0/24
Cortex,Armada,3000,160,base6-out,t1+mort,-0.417,0.07,0.014,0/24
Cortex,Armada,3000,160,base6-out,t1+termite,-0.292,0.01,0.002,0/24
Cortex,Armada,3000,160,base6-out,can+mort,-0.303,0.006,0.001,0/24
Cortex,Armada,3000,160,base6-out,can+hrk,-0.3,0.0,0.0,0/24
Cortex,Armada,3000,160,base6-out,termite+mort,-0.46,0.009,0.002,0/24
Cortex,Armada,3000,160,base6-out,thud+can,-0.209,0.024,0.005,0/24
Cortex,Armada,3000,160,base6-out,t1+can+mort,-0.284,0.009,0.002,0/24
Cortex,Armada,3000,160,base6-out,t1+can(25),-0.282,0.011,0.002,0/24
Cortex,Armada,3000,160,base6-out,t1+can(75),-0.034,0.076,0.016,3/24
Cortex,Armada,3000,56,base12-hold,t1-line,-0.563,0.01,0.002,0/24
Cortex,Armada,3000,56,base12-hold,t1-thud,-0.607,0.005,0.001,0/24
Cortex,Armada,3000,56,base12-hold,can,-0.615,0.005,0.001,0/24
Cortex,Armada,3000,56,base12-hold,sumo,1.0,0.0,0.0,24/24
Cortex,Armada,3000,56,base12-hold,pyro,-0.716,0.007,0.001,0/24
Cortex,Armada,3000,56,base12-hold,hrk,-0.78,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-hold,mort,-0.71,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-hold,termite,-0.616,0.005,0.001,0/24
Cortex,Armada,3000,56,base12-hold,amph,-0.692,0.004,0.001,0/24
Cortex,Armada,3000,56,base12-hold,t1+can,-0.59,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-hold,t1+sumo,0.72,0.0,0.0,24/24
Cortex,Armada,3000,56,base12-hold,t1+pyro,-0.607,0.005,0.001,0/24
Cortex,Armada,3000,56,base12-hold,t1+hrk,-0.574,0.009,0.002,0/24
Cortex,Armada,3000,56,base12-hold,t1+mort,-0.593,0.004,0.001,0/24
Cortex,Armada,3000,56,base12-hold,t1+termite,-0.61,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-hold,can+mort,-0.635,0.005,0.001,0/24
Cortex,Armada,3000,56,base12-hold,can+hrk,-0.58,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-hold,termite+mort,-0.621,0.003,0.001,0/24
Cortex,Armada,3000,56,base12-hold,thud+can,-0.62,0.002,0.0,0/24
Cortex,Armada,3000,56,base12-hold,t1+can+mort,-0.62,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-hold,t1+can(25),-0.572,0.004,0.001,0/24
Cortex,Armada,3000,56,base12-hold,t1+can(75),-0.62,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,t1-line,-0.435,0.017,0.004,0/24
Cortex,Armada,3000,160,base12-hold,t1-thud,-0.393,0.009,0.002,0/24
Cortex,Armada,3000,160,base12-hold,can,-0.3,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,sumo,0.73,0.0,0.0,24/24
Cortex,Armada,3000,160,base12-hold,pyro,-0.511,0.004,0.001,0/24
Cortex,Armada,3000,160,base12-hold,hrk,-0.7,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,mort,-0.61,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,termite,-0.363,0.009,0.002,0/24
Cortex,Armada,3000,160,base12-hold,amph,-0.384,0.006,0.001,0/24
Cortex,Armada,3000,160,base12-hold,t1+can,-0.39,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,t1+sumo,0.56,0.0,0.0,24/24
Cortex,Armada,3000,160,base12-hold,t1+pyro,-0.514,0.013,0.003,0/24
Cortex,Armada,3000,160,base12-hold,t1+hrk,-0.51,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,t1+mort,-0.528,0.016,0.003,0/24
Cortex,Armada,3000,160,base12-hold,t1+termite,-0.424,0.009,0.002,0/24
Cortex,Armada,3000,160,base12-hold,can+mort,-0.57,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-hold,can+hrk,-0.48,0.004,0.001,0/24
Cortex,Armada,3000,160,base12-hold,termite+mort,-0.554,0.008,0.002,0/24
Cortex,Armada,3000,160,base12-hold,thud+can,-0.344,0.028,0.006,0/24
Cortex,Armada,3000,160,base12-hold,t1+can+mort,-0.41,0.004,0.001,0/24
Cortex,Armada,3000,160,base12-hold,t1+can(25),-0.393,0.012,0.002,0/24
Cortex,Armada,3000,160,base12-hold,t1+can(75),-0.31,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-out,t1-line,-0.529,0.032,0.006,0/24
Cortex,Armada,3000,56,base12-out,t1-thud,-0.545,0.02,0.004,0/24
Cortex,Armada,3000,56,base12-out,can,-0.557,0.012,0.002,0/24
Cortex,Armada,3000,56,base12-out,sumo,0.4,0.0,0.0,24/24
Cortex,Armada,3000,56,base12-out,pyro,-0.619,0.003,0.001,0/24
Cortex,Armada,3000,56,base12-out,hrk,-0.87,0.0,0.0,0/24
Cortex,Armada,3000,56,base12-out,mort,-0.818,0.017,0.004,0/24
Cortex,Armada,3000,56,base12-out,termite,-0.529,0.013,0.003,0/24
Cortex,Armada,3000,56,base12-out,amph,-0.597,0.004,0.001,0/24
Cortex,Armada,3000,56,base12-out,t1+can,-0.497,0.01,0.002,0/24
Cortex,Armada,3000,56,base12-out,t1+sumo,0.661,0.014,0.003,24/24
Cortex,Armada,3000,56,base12-out,t1+pyro,-0.561,0.003,0.001,0/24
Cortex,Armada,3000,56,base12-out,t1+hrk,-0.442,0.023,0.005,0/24
Cortex,Armada,3000,56,base12-out,t1+mort,-0.538,0.014,0.003,0/24
Cortex,Armada,3000,56,base12-out,t1+termite,-0.565,0.024,0.005,0/24
Cortex,Armada,3000,56,base12-out,can+mort,-0.61,0.002,0.0,0/24
Cortex,Armada,3000,56,base12-out,can+hrk,-0.6,0.018,0.004,0/24
Cortex,Armada,3000,56,base12-out,termite+mort,-0.614,0.005,0.001,0/24
Cortex,Armada,3000,56,base12-out,thud+can,-0.552,0.016,0.003,0/24
Cortex,Armada,3000,56,base12-out,t1+can+mort,-0.566,0.013,0.003,0/24
Cortex,Armada,3000,56,base12-out,t1+can(25),-0.523,0.025,0.005,0/24
Cortex,Armada,3000,56,base12-out,t1+can(75),-0.536,0.013,0.003,0/24
Cortex,Armada,3000,160,base12-out,t1-line,-0.359,0.015,0.003,0/24
Cortex,Armada,3000,160,base12-out,t1-thud,-0.402,0.02,0.004,0/24
Cortex,Armada,3000,160,base12-out,can,0.023,0.012,0.002,24/24
Cortex,Armada,3000,160,base12-out,sumo,-0.24,0.0,0.0,0/24
Cortex,Armada,3000,160,base12-out,pyro,-0.427,0.008,0.002,0/24
Cortex,Armada,3000,160,base12-out,hrk,-0.813,0.005,0.001,0/24
Cortex,Armada,3000,160,base12-out,mort,-0.842,0.015,0.003,0/24
Cortex,Armada,3000,160,base12-out,termite,-0.239,0.005,0.001,0/24
Cortex,Armada,3000,160,base12-out,amph,-0.253,0.009,0.002,0/24
Cortex,Armada,3000,160,base12-out,t1+can,-0.273,0.017,0.003,0/24
Cortex,Armada,3000,160,base12-out,t1+sumo,0.074,0.022,0.004,24/24
Cortex,Armada,3000,160,base12-out,t1+pyro,-0.387,0.023,0.005,0/24
Cortex,Armada,3000,160,base12-out,t1+hrk,-0.426,0.038,0.008,0/24
Cortex,Armada,3000,160,base12-out,t1+mort,-0.437,0.04,0.008,0/24
Cortex,Armada,3000,160,base12-out,t1+termite,-0.335,0.01,0.002,0/24
Cortex,Armada,3000,160,base12-out,can+mort,-0.362,0.005,0.001,0/24
Cortex,Armada,3000,160,base12-out,can+hrk,-0.273,0.008,0.002,0/24
Cortex,Armada,3000,160,base12-out,termite+mort,-0.419,0.003,0.001,0/24
Cortex,Armada,3000,160,base12-out,thud+can,-0.256,0.011,0.002,0/24
Cortex,Armada,3000,160,base12-out,t1+can+mort,-0.321,0.007,0.002,0/24
Cortex,Armada,3000,160,base12-out,t1+can(25),-0.323,0.019,0.004,0/24
Cortex,Armada,3000,160,base12-out,t1+can(75),-0.182,0.008,0.002,0/24
Cortex,Armada,6000,56,field20,t1-line,0.072,0.131,0.027,17/24
Cortex,Armada,6000,56,field20,t1-thud,-0.084,0.074,0.015,2/24
Cortex,Armada,6000,56,field20,can,0.351,0.012,0.002,24/24
Cortex,Armada,6000,56,field20,sumo,-0.34,0.0,0.0,0/24
Cortex,Armada,6000,56,field20,pyro,-0.287,0.1,0.02,0/24
Cortex,Armada,6000,56,field20,hrk,-0.86,0.0,0.0,0/24
Cortex,Armada,6000,56,field20,mort,-0.592,0.033,0.007,0/24
Cortex,Armada,6000,56,field20,termite,0.442,0.013,0.003,24/24
Cortex,Armada,6000,56,field20,amph,-0.398,0.011,0.002,0/24
Cortex,Armada,6000,56,field20,t1+can,0.397,0.016,0.003,24/24
Cortex,Armada,6000,56,field20,t1+sumo,0.297,0.057,0.012,24/24
Cortex,Armada,6000,56,field20,t1+pyro,-0.202,0.089,0.018,0/24
Cortex,Armada,6000,56,field20,t1+hrk,0.218,0.27,0.055,16/24
Cortex,Armada,6000,56,field20,t1+mort,-0.182,0.087,0.018,1/24
Cortex,Armada,6000,56,field20,t1+termite,0.268,0.016,0.003,24/24
Cortex,Armada,6000,56,field20,can+mort,0.462,0.094,0.019,24/24
Cortex,Armada,6000,56,field20,can+hrk,0.675,0.016,0.003,24/24
Cortex,Armada,6000,56,field20,termite+mort,0.309,0.18,0.037,24/24
Cortex,Armada,6000,56,field20,thud+can,0.465,0.008,0.002,24/24
Cortex,Armada,6000,56,field20,t1+can+mort,0.463,0.039,0.008,24/24
Cortex,Armada,6000,56,field20,t1+can(25),0.19,0.084,0.017,24/24
Cortex,Armada,6000,56,field20,t1+can(75),0.485,0.031,0.006,24/24
Cortex,Armada,6000,160,field20,t1-line,0.344,0.055,0.011,24/24
Cortex,Armada,6000,160,field20,t1-thud,0.168,0.079,0.016,24/24
Cortex,Armada,6000,160,field20,can,0.731,0.014,0.003,24/24
Cortex,Armada,6000,160,field20,sumo,0.44,0.0,0.0,24/24
Cortex,Armada,6000,160,field20,pyro,0.056,0.076,0.015,18/24
Cortex,Armada,6000,160,field20,hrk,-0.794,0.005,0.001,0/24
Cortex,Armada,6000,160,field20,mort,-0.583,0.016,0.003,0/24
Cortex,Armada,6000,160,field20,termite,0.772,0.012,0.002,24/24
Cortex,Armada,6000,160,field20,amph,0.553,0.015,0.003,24/24
Cortex,Armada,6000,160,field20,t1+can,0.723,0.008,0.002,24/24
Cortex,Armada,6000,160,field20,t1+sumo,0.396,0.046,0.009,24/24
Cortex,Armada,6000,160,field20,t1+pyro,0.185,0.07,0.014,24/24
Cortex,Armada,6000,160,field20,t1+hrk,0.255,0.189,0.039,20/24
Cortex,Armada,6000,160,field20,t1+mort,0.282,0.105,0.021,23/24
Cortex,Armada,6000,160,field20,t1+termite,0.584,0.02,0.004,24/24
Cortex,Armada,6000,160,field20,can+mort,0.756,0.02,0.004,24/24
Cortex,Armada,6000,160,field20,can+hrk,0.83,0.013,0.003,24/24
Cortex,Armada,6000,160,field20,termite+mort,0.7,0.019,0.004,24/24
Cortex,Armada,6000,160,field20,thud+can,0.714,0.012,0.002,24/24
Cortex,Armada,6000,160,field20,t1+can+mort,0.678,0.015,0.003,24/24
Cortex,Armada,6000,160,field20,t1+can(25),0.554,0.073,0.015,24/24
Cortex,Armada,6000,160,field20,t1+can(75),0.739,0.012,0.002,24/24
Cortex,Armada,6000,56,field25,t1-line,-0.247,0.077,0.016,0/24
Cortex,Armada,6000,56,field25,t1-thud,-0.349,0.031,0.006,0/24
Cortex,Armada,6000,56,field25,can,0.416,0.019,0.004,24/24
